fen,id,expected_bm,expected_am,given_move,bm_success,am_success,time_s,score
6k1/6p1/2p4p/4Pp2/4b1qP/2Br4/1P2RQPK/8 b - - 0 1,WAC.149,[Move.from_uci('e4g2')],[],g7g5,False,,301.483,+155
r3r1k1/5p2/pQ1b2pB/1p6/4p3/6P1/Pq2BP1P/2R3K1 b - - 0 1,WAC.150,"[Move.from_uci('d6a3'), Move.from_uci('d6f8'), Move.from_uci('e4e3')]",[],b2e2,False,,142.345,+137
8/3b2kp/4p1p1/pr1n4/N1N4P/1P4P1/1K3P2/3R4 w - - 0 1,WAC.151,[Move.from_uci('a4c3')],[],a4c5,False,,13.825,+55
1br2rk1/1pqb1ppp/p3pn2/8/1P6/P1N1PN1P/1B3PP1/1QRR2K1 w - - 0 1,WAC.152,[Move.from_uci('c3e4')],[],d1d7,False,,4.454,+335
2r3k1/q4ppp/p3p3/pnNp4/2rP4/2P2P2/4R1PP/2R1Q1K1 b - - 0 1,WAC.153,[Move.from_uci('b5d4')],[],a7a8,False,,186.96,-12
r1b2rk1/2p2ppp/p7/1p6/3P3q/1BP3bP/PP3QP1/RNB1R1K1 w - - 0 1,WAC.154,[Move.from_uci('f2f7')],[],f2f7,True,,28.895,+27
5bk1/1rQ4p/5pp1/2pP4/3n1PP1/7P/1q3BB1/4R1K1 w - - 0 1,WAC.155,[Move.from_uci('d5d6')],[],g1h1,False,,48.257,-77
r1b1qN1k/1pp3p1/p2p3n/4p1B1/8/1BP4Q/PP3KPP/8 w - - 0 1,WAC.156,[Move.from_uci('h3h6')],[],h3h6,True,,12.074,+1143
5rk1/p4ppp/2p1b3/3Nq3/4P1n1/1p1B2QP/1PPr2P1/1K2R2R w - - 0 1,WAC.157,[Move.from_uci('d5e7')],[],g3e5,False,,87.356,-130
5rk1/n1p1R1bp/p2p4/1qpP1QB1/7P/2P3P1/PP3P2/6K1 w - - 0 1,WAC.158,[Move.from_uci('e7g7')],[],e7g7,True,,6.251,+2364
r1b2r2/5P1p/ppn3pk/2p1p1Nq/1bP1PQ2/3P4/PB4BP/1R3RK1 w - - 0 1,WAC.159,[Move.from_uci('g5e6')],[],g5e6,True,,24.42,+591
qn1kr2r/1pRbb3/pP5p/P2pP1pP/3N1pQ1/3B4/3B1PP1/R5K1 w - - 0 1,WAC.160,[Move.from_uci('g4d7')],[],g4d7,True,,8.287,+1714
3r3k/3r1P1p/pp1Nn3/2pp4/7Q/6R1/Pq4PP/5RK1 w - - 0 1,WAC.161,[Move.from_uci('h4d8')],[],g3g8,False,,10.073,+1917
5rk1/2p4p/2p4r/3P4/4p1b1/1Q2NqPp/PP3P1K/R4R2 b - - 0 1,WAC.163,[Move.from_uci('f3g2')],[],h6e6,False,,239.091,+251
r3kbnr/p4ppp/2p1p3/8/Q1B3b1/2N1B3/PP3PqP/R3K2R w KQkq - 0 1,WAC.162,[Move.from_uci('c4d5')],[],a4c6,False,,72.704,+249
8/6pp/4p3/1p1n4/1NbkN1P1/P4P1P/1PR3K1/r7 w - - 0 1,WAC.164,[Move.from_uci('c2c4')],[],c2d2,False,,8.747,+326
1r5k/p1p3pp/8/8/4p3/P1P1R3/1P1Q1qr1/2KR4 w - - 0 1,WAC.165,[Move.from_uci('e3e2')],[],d2d8,False,,12.876,+238
r3r1k1/5pp1/p1p4p/2Pp4/8/q1NQP1BP/5PP1/4K2R b K - 0 1,WAC.166,[Move.from_uci('d5d4')],[],a3c1,False,,79.235,+189
7Q/ppp2q2/3p2k1/P2Ppr1N/1PP5/7R/5rP1/6K1 b - - 0 1,WAC.167,[Move.from_uci('f2g2')],[],f2f1,False,,26.025,+189
r3k2r/pb1q1p2/8/2p1pP2/4p1p1/B1P1Q1P1/P1P3K1/R4R2 b kq - 0 1,WAC.168,[Move.from_uci('d7d2')],[],d7b5,False,,96.37,+104
5rk1/1pp3bp/3p2p1/2PPp3/1P2P3/2Q1B3/4q1PP/R5K1 b - - 0 1,WAC.169,[Move.from_uci('g7h6')],[],g8f7,False,,213.944,+322
5r1k/6Rp/1p2p3/p2pBp2/1qnP4/4P3/Q4PPP/6K1 w - - 0 1,WAC.170,[Move.from_uci('a2c4')],[],g7g8,False,,20.532,+179
2rq4/1b2b1kp/p3p1p1/1p1nNp2/7P/1B2B1Q1/PP3PP1/3R2K1 w - - 0 1,WAC.171,[Move.from_uci('e3h6')],[],g3g6,False,,13.741,+854
5r1k/p5pp/8/1P1pq3/P1p2nR1/Q7/5BPP/6K1 b - - 0 1,WAC.172,[Move.from_uci('e5e1')],[],e5e1,True,,40.556,+456
2r1b3/1pp1qrk1/p1n1P1p1/7R/2B1p3/4Q1P1/PP3PP1/3R2K1 w - - 0 1,WAC.173,[Move.from_uci('e3h6')],[],e3h6,True,,11.466,+2022
2r2rk1/6p1/p3pq1p/1p1b1p2/3P1n2/PP3N2/3N1PPP/1Q2RR1K b - - 0 1,WAC.174,[Move.from_uci('f4g2')],[],f4e2,False,,91.155,+59
r5k1/pppb3p/2np1n2/8/3PqNpP/3Q2P1/PPP5/R4RK1 w - - 0 1,WAC.175,[Move.from_uci('f4h5')],[],d3e4,False,,34.73,+5
r1bq3r/ppp2pk1/3p1pp1/8/2BbPQ2/2NP2P1/PPP4P/R4R1K b - - 0 1,WAC.176,[Move.from_uci('h8h2')],[],c8f5,False,,968.474,+119
r1b3r1/4qk2/1nn1p1p1/3pPp1P/p4P2/1p3BQN/PKPBN3/3R3R b - - 0 1,WAC.177,[Move.from_uci('e7a3')],[],e7a3,True,,39.961,+1294
3r2k1/p1rn1p1p/1p2pp2/6q1/3PQNP1/5P2/P1P4R/R5K1 w - - 0 1,WAC.178,[Move.from_uci('f4e6')],[],e4h7,False,,13.98,+1337
r1b2r1k/pp4pp/3p4/3B4/8/1QN3Pn/PP3q1P/R3R2K b - - 0 1,WAC.179,[Move.from_uci('f2g1')],[],f2g2,False,,88.92,+401
r1q2rk1/p3bppb/3p1n1p/2nPp3/1p2P1P1/6NP/PP2QPB1/R1BNK2R b KQ - 0 1,WAC.180,[Move.from_uci('f6d5')],[],c5d3,False,,71.829,+109
r3k2r/2p2p2/p2p1n2/1p2p3/4P2p/1PPPPp1q/1P5P/R1N2QRK b kq - 0 1,WAC.181,[Move.from_uci('f6g4')],[],f6g4,True,,47.174,+250
r1b2rk1/ppqn1p1p/2n1p1p1/2b3N1/2N5/PP1BP3/1B3PPP/R2QK2R w KQ - 0 1,WAC.182,[Move.from_uci('d1h5')],[],d1h5,True,,65.92,+413
1r2k1r1/5p2/b3p3/1p2b1B1/3p3P/3B4/PP2KP2/2R3R1 w - - 0 1,WAC.183,[Move.from_uci('g5f6')],[],g5f6,True,,18.532,+48
4kn2/r4p1r/p3bQ2/q1nNP1Np/1p5P/8/PPP3P1/2KR3R w - - 0 1,WAC.184,[Move.from_uci('f6e7')],[],d5c7,False,,5.913,+2158
1r1rb1k1/2p3pp/p2q1p2/3PpP1Q/Pp1bP2N/1B5R/1P4PP/2B4K w - - 0 1,WAC.185,[Move.from_uci('h5h7')],[],h3g3,False,,20.689,+298
r5r1/p1q2p1k/1p1R2pB/3pP3/6bQ/2p5/P1P1NPPP/6K1 w - - 0 1,WAC.186,[Move.from_uci('h6f8')],[],h6f8,True,,18.15,+943
6k1/5p2/p3p3/1p3qp1/2p1Qn2/2P1R3/PP1r1PPP/4R1K1 b - - 0 1,WAC.187,[Move.from_uci('f4h3')],[],f4d3,False,,78.275,+11
3RNbk1/pp3p2/4rQpp/8/1qr5/7P/P4P2/3R2K1 w - - 0 1,WAC.188,[Move.from_uci('f6g7')],[],f6g7,True,,15.842,+632
3r1k2/1ppPR1n1/p2p1rP1/3P3p/4Rp1N/5K2/P1P2P2/8 w - - 0 1,WAC.189,[Move.from_uci('e7e8')],[],e7e8,True,,7.82,+305
8/p2b2kp/1q1p2p1/1P1Pp3/4P3/3B2P1/P2Q3P/2Nn3K b - - 0 1,WAC.190,[Move.from_uci('d7h3')],[],d1e3,False,,25.632,-17
2r1Rn1k/1p1q2pp/p7/5p2/3P4/1B4P1/P1P1QP1P/6K1 w - - 0 1,WAC.191,[Move.from_uci('e2c4')],[],e2e7,False,,10.77,+1793
r3k3/ppp2Npp/4Bn2/2b5/1n1pp3/N4P2/PPP3qP/R2QKR2 b Qq - 0 1,WAC.192,[Move.from_uci('b4d3')],[],b4d3,True,,23.035,+1159
5bk1/p4ppp/Qp6/4B3/1P6/Pq2P1P1/2rr1P1P/R4RK1 b - - 0 1,WAC.193,[Move.from_uci('b3e3')],[],b3d5,False,,98.592,+259
5rk1/ppq2ppp/2p5/4bN2/4P3/6Q1/PPP2PPP/3R2K1 w - - 0 1,WAC.194,[Move.from_uci('f5h6')],[],f5h6,True,,4.093,+2028
3r1rk1/1p3p2/p3pnnp/2p3p1/2P2q2/1P5P/PB2QPPN/3RR1K1 w - - 0 1,WAC.195,[Move.from_uci('g2g3')],[],e2h5,False,,148.575,-30
rr4k1/p1pq2pp/Q1n1pn2/2bpp3/4P3/2PP1NN1/PP3PPP/R1B1K2R b KQ - 0 1,WAC.196,[Move.from_uci('c6b4')],[],c6d8,False,,245.722,+128
7k/1p4p1/7p/3P1n2/4Q3/2P2P2/PP3qRP/7K b - - 0 1,WAC.197,[Move.from_uci('f2f1')],[],f2g2,False,,14.154,+902
2br2k1/ppp2p1p/4p1p1/4P2q/2P1Bn2/2Q5/PP3P1P/4R1RK b - - 0 1,WAC.198,[Move.from_uci('d8d3')],[],g8h8,False,,208.314,+196
r1br2k1/pp2nppp/2n5/1B1q4/Q7/4BN2/PP3PPP/2R2RK1 w - - 0 1,WAC.199,"[Move.from_uci('b5c6'), Move.from_uci('f1d1')]",[],a4f4,False,,27.11,+131
2rqrn1k/pb4pp/1p2pp2/n2P4/2P3N1/P2B2Q1/1B3PPP/2R1R1K1 w - - 0 1,WAC.200,[Move.from_uci('b2f6')],[],g4f6,False,,18.574,+328
2b2r1k/4q2p/3p2pQ/2pBp3/8/6P1/1PP2P1P/R5K1 w - - 0 1,WAC.201,[Move.from_uci('a1a7')],[],d5b7,False,,12.674,+379
QR2rq1k/2p3p1/3p1pPp/8/4P3/8/P1r3PP/1R4K1 b - - 0 1,WAC.202,[Move.from_uci('c2a2')],[],f8g8,False,,16.564,+195
r4rk1/5ppp/p3q1n1/2p2NQ1/4n3/P3P3/1B3PPP/1R3RK1 w - - 0 1,WAC.203,[Move.from_uci('g5h6')],[],g5g6,False,,16.277,+491
r1b1qrk1/1p3ppp/p1p5/3Nb3/5N2/P7/1P4PQ/K1R1R3 w - - 0 1,WAC.204,[Move.from_uci('e1e5')],[],d5f6,False,,4.202,+1361
r3rnk1/1pq2bb1/p4p2/3p1Pp1/3B2P1/1NP4R/P1PQB3/2K4R w - - 0 1,WAC.205,[Move.from_uci('d2g5')],[],h3h8,False,,7.392,+269
1Qq5/2P1p1kp/3r1pp1/8/8/7P/p4PP1/2R3K1 b - - 0 1,WAC.206,[Move.from_uci('d6c6')],[],d6c6,True,,23.502,+81
r1bq2kr/p1pp1ppp/1pn1p3/4P3/2Pb2Q1/BR6/P4PPP/3K1BNR w - - 0 1,WAC.207,[Move.from_uci('g4g7')],[],f2f3,False,,57.859,+229
3r1bk1/ppq3pp/2p5/2P2Q1B/8/1P4P1/P6P/5RK1 w - - 0 1,WAC.208,[Move.from_uci('h5f7')],[],f5e6,False,,4.32,+1800
4kb1r/2q2p2/r2p4/pppBn1B1/P6P/6Q1/1PP5/2KRR3 w k - 0 1,WAC.209,[Move.from_uci('e1e5')],[],g3e5,False,,6.716,+1429
3r1rk1/pp1q1ppp/3pn3/2pN4/5PP1/P5PQ/1PP1B3/1K1R4 w - - 0 1,WAC.210,[Move.from_uci('d1h1')],[],d5f6,False,,3.326,+1178
r1bqrk2/pp1n1n1p/3p1p2/P1pP1P1Q/2PpP1NP/6R1/2PB4/4RBK1 w - - 0 1,WAC.211,[Move.from_uci('h5f7')],[],g4h6,False,,8.922,+841
rn1qr2Q/pbppk1p1/1p2pb2/4N3/3P4/2N5/PPP3PP/R4RK1 w - - 0 1,WAC.212,[Move.from_uci('h8g7')],[],c3e4,False,,9.627,+242
3r1r1k/1b4pp/ppn1p3/4Pp1R/Pn5P/3P4/4QP2/1qB1NKR1 w - - 0 1,WAC.213,[Move.from_uci('h5h7')],[],e2g4,False,,230.961,+430
r2r2k1/1p2qpp1/1np1p1p1/p3N3/2PPN3/bP5R/4QPPP/4R1K1 w - - 0 1,WAC.214,[Move.from_uci('e4g5')],[],e2h5,False,,9.027,+436
3r2k1/pb1q1pp1/1p2pb1p/8/3N4/P2QB3/1P3PPP/1Br1R1K1 w - - 0 1,WAC.215,[Move.from_uci('d3h7')],[],d3h7,True,,29.871,+266
r2qr1k1/1b1nbppp/p3pn2/1p1pN3/3P1B2/2PB1N2/PP2QPPP/R4RK1 w - - 0 1,WAC.216,[Move.from_uci('e5f7')],[],f3g5,False,,30.569,+192
r3kb1r/1pp3p1/p3bp1p/5q2/3QN3/1P6/PBP3P1/3RR1K1 w kq - 0 1,WAC.217,[Move.from_uci('d4d7')],[],d4d7,True,,18.787,+1052
6k1/pp5p/2p3q1/6BP/2nPr1Q1/8/PP3R1K/8 w - - 0 1,WAC.218,[Move.from_uci('g5h6')],[],f2f8,False,,15.692,+303
7k/p4q1p/1pb5/2p5/4B2Q/2P1B3/P6P/7K b - - 0 1,WAC.219,[Move.from_uci('f7f1')],[],f7f1,True,,13.479,+1357
3rr1k1/ppp2ppp/8/5Q2/4n3/1B5R/PPP1qPP1/5RK1 b - - 0 1,WAC.220,[Move.from_uci('e2f1')],[],d8d7,False,,162.468,-553
r3k3/P5bp/2N1bp2/4p3/2p5/6NP/1PP2PP1/3R2K1 w q - 0 1,WAC.221,[Move.from_uci('d1d8')],[],d1d8,True,,7.987,+276
2r1r2k/1q3ppp/p2Rp3/2p1P3/6QB/p3P3/bP3PPP/3R2K1 w - - 0 1,WAC.222,[Move.from_uci('h4f6')],[],g4g7,False,,6.698,+978
r1bqk2r/pp3ppp/5n2/8/1b1npB2/2N5/PP1Q2PP/1K2RBNR w kq - 0 1,WAC.223,[Move.from_uci('c3e4')],[],d2d4,False,,46.344,+81
5rk1/p1q3pp/1p1r4/2p1pp1Q/1PPn1P2/3B3P/P2R2P1/3R2K1 b - - 0 1,WAC.224,"[Move.from_uci('d6h6'), Move.from_uci('e5e4')]",[],e5f4,False,,580.303,-26
4R3/4q1kp/6p1/1Q3b2/1P1b1P2/6KP/8/8 b - - 0 1,WAC.225,[Move.from_uci('e7h4')],[],e7e3,False,,13.346,+753
2b2rk1/p1p4p/2p1p1p1/br2N1Q1/1p2q3/8/PB3PPP/3R1RK1 w - - 0 1,WAC.226,[Move.from_uci('e5f7')],[],d1d8,False,,45.943,+284
2k1rb1r/ppp3pp/2np1q2/5b2/2B2P2/2P1BQ2/PP1N1P1P/2KR3R b - - 0 1,WAC.227,[Move.from_uci('d6d5')],[],c6a5,False,,182.695,+173
r4rk1/1bq1bp1p/4p1p1/p2p4/3BnP2/1N1B3R/PPP3PP/R2Q2K1 w - - 0 1,WAC.228,[Move.from_uci('d3e4')],[],d1h5,False,,27.117,+193
8/8/8/1p5r/p1p1k1pN/P2pBpP1/1P1K1P2/8 b - - 0 1,WAC.229,"[Move.from_uci('h5h4'), Move.from_uci('b5b4')]",[],e4d5,False,,9.737,+7
2b5/1r6/2kBp1p1/p2pP1P1/2pP4/1pP3K1/1R3P2/8 b - - 0 1,WAC.230,[Move.from_uci('b7b4')],[],b7c7,False,,6.385,-108
r4rk1/1b1nqp1p/p5p1/1p2PQ2/2p5/5N2/PP3PPP/R1BR2K1 w - - 0 1,WAC.231,[Move.from_uci('c1g5')],[],d1d7,False,,6.286,+104
1R2rq1k/2p3p1/Q2p1pPp/8/4P3/8/P1r3PP/1R4K1 w - - 0 1,WAC.232,"[Move.from_uci('a6b5'), Move.from_uci('b8e8')]",[],a6d6,False,,48.274,+8
5rk1/p1p2r1p/2pp2p1/4p3/PPPnP3/3Pq1P1/1Q1R1R1P/4NK2 b - - 0 1,WAC.233,[Move.from_uci('d4b3')],[],d4b3,True,,69.71,+364
2kr1r2/p6p/5Pp1/2p5/1qp2Q1P/7R/PP6/1KR5 w - - 0 1,WAC.234,[Move.from_uci('h3b3')],[],f4c7,False,,14.733,+196
5r2/1p1RRrk1/4Qq1p/1PP3p1/8/4B3/1b3P1P/6K1 w - - 0 1,WAC.235,"[Move.from_uci('e6f7'), Move.from_uci('e7f7')]",[],e7f7,True,,35.085,+583
1R6/p5pk/4p2p/4P3/8/2r3qP/P3R1b1/4Q1K1 b - - 0 1,WAC.236,[Move.from_uci('c3c1')],[],c3c1,True,,64.653,+32
r5k1/pQp2qpp/8/4pbN1/3P4/6P1/PPr4P/1K1R3R b - - 0 1,WAC.237,[Move.from_uci('c2c1')],[],c2c6,False,,99.16,+465
1k1r4/pp1r1pp1/4n1p1/2R5/2Pp1qP1/3P2QP/P4PB1/1R4K1 w - - 0 1,WAC.238,[Move.from_uci('g2b7')],[],g3f4,False,,8.558,+1013
8/6k1/5pp1/Q6p/5P2/6PK/P4q1P/8 b - - 0 1,WAC.239,[Move.from_uci('f2f1')],[],f2f1,True,,19.128,+1546
2b4k/p1b2p2/2p2q2/3p1PNp/3P2R1/3B4/P1Q2PKP/4r3 w - - 0 1,WAC.240,[Move.from_uci('c2c6')],[],g5f7,False,,284.72,-2
2rq1rk1/pp3ppp/2n2b2/4NR2/3P4/PB5Q/1P4PP/3R2K1 w - - 0 1,WAC.241,[Move.from_uci('h3h7')],[],b3f7,False,,26.415,+453
r1b1r1k1/pp1nqp2/2p1p1pp/8/4N3/P1Q1P3/1P3PPP/1BRR2K1 w - - 0 1,WAC.242,[Move.from_uci('d1d7')],[],c3h8,False,,4.422,+703
1r3r1k/3p4/1p1Nn1R1/4Pp1q/pP3P1p/P7/5Q1P/6RK w - - 0 1,WAC.243,[Move.from_uci('f2e2')],[],f2h4,False,,13.12,+587
r6r/pp3ppp/3k1b2/2pb4/B4Pq1/2P1Q3/P5PP/1RBR2K1 w - - 0 1,WAC.244,[Move.from_uci('e3c5')],[],e3e5,False,,79.326,+919
4rrn1/ppq3bk/3pPnpp/2p5/2PB4/2NQ1RPB/PP5P/5R1K w - - 0 1,WAC.245,[Move.from_uci('d3g6')],[],d3g6,True,,8.322,+265
6R1/4qp1p/ppr1n1pk/8/1P2P1QP/6N1/P4PP1/6K1 w - - 0 1,WAC.246,[Move.from_uci('g4h5')],[],g8g6,False,,4.02,+2461
2k1r3/1p2Bq2/p2Qp3/Pb1p1p1P/2pP1P2/2P5/2P2KP1/1R6 w - - 0 1,WAC.247,[Move.from_uci('b1b5')],[],d6c7,False,,5.068,+542
5r1k/1p4pp/3q4/3Pp1R1/8/8/PP4PP/4Q1K1 b - - 0 1,WAC.248,[Move.from_uci('d6c5')],[],d6c5,True,,45.562,+75
r4rk1/pbq2pp1/1ppbpn1p/8/2PP4/1P1Q1N2/PBB2PPP/R3R1K1 w - - 0 1,WAC.249,"[Move.from_uci('c4c5'), Move.from_uci('d4d5')]",[],d3h7,False,,21.292,+1676
1b5k/7P/p1p2np1/2P2p2/PP3P2/4RQ1R/q2r3P/6K1 w - - 0 1,WAC.250,[Move.from_uci('e3e8')],[],e3e8,True,,10.043,+377
k7/p4p2/P1q1b1p1/3p3p/3Q4/7P/5PP1/1R4K1 w - - 0 1,WAC.251,"[Move.from_uci('d4e5'), Move.from_uci('d4f4')]",[],g1h2,False,,7.166,+1023
1rb1r1k1/p1p2ppp/5n2/2pP4/5P2/2QB4/qNP3PP/2KRB2R b - - 0 1,WAC.252,[Move.from_uci('e8e2')],[],f6e4,False,,98.781,+209
k5r1/p4b2/2P5/5p2/3P1P2/4QBrq/P5P1/4R1K1 w - - 0 1,WAC.253,[Move.from_uci('e3e8')],[],e3e8,True,,3.556,+1168
r6k/pp3p1p/2p1bp1q/b3p3/4Pnr1/2PP2NP/PP1Q1PPN/R2B2RK b - - 0 1,WAC.254,[Move.from_uci('f4h3')],[],f4h3,True,,73.733,+287
3r3r/p4pk1/5Rp1/3q4/1p1P2RQ/5N2/P1P4P/2b4K w - - 0 1,WAC.255,[Move.from_uci('f6g6')],[],g4g6,False,,53.094,+1059
3r1rk1/1pb1qp1p/2p3p1/p7/P2Np2R/1P5P/1BP2PP1/3Q1BK1 w - - 0 1,WAC.256,[Move.from_uci('d4f5')],[],d1h5,False,,20.941,+357
4r1k1/pq3p1p/2p1r1p1/2Q1p3/3nN1P1/1P6/P1P2P1P/3RR1K1 w - - 0 1,WAC.257,[Move.from_uci('d1d4')],[],c5f8,False,,21.807,+183
r3brkn/1p5p/2p2Ppq/2Pp3B/3Pp2Q/4P1R1/6PP/5R1K w - - 0 1,WAC.258,[Move.from_uci('h5g6')],[],f1f5,False,,41.184,-19
r1bq1rk1/ppp2ppp/2np4/2bN1PN1/2B1P3/3p4/PPP2nPP/R1BQ1K1R w - - 0 1,WAC.259,[Move.from_uci('d1h5')],[],d5e7,False,,23.978,+287
2r2b1r/p1Nk2pp/3p1p2/N2Qn3/4P3/q6P/P4PP1/1R3K1R w - - 0 1,WAC.260,[Move.from_uci('d5e6')],[],d5e6,True,,15.347,+766
r5k1/1bp3pp/p2p4/1p6/5p2/1PBP1nqP/1PP3Q1/R4R1K b - - 0 1,WAC.261,[Move.from_uci('f3d4')],[],f3e5,False,,52.656,+586
6k1/p1B1b2p/2b3r1/2p5/4p3/1PP1N1Pq/P2R1P2/3Q2K1 b - - 0 1,WAC.262,[Move.from_uci('g6h6')],[],g6g3,False,,57.218,+950
rnbqr2k/pppp1Qpp/8/b2NN3/2B1n3/8/PPPP1PPP/R1B1K2R w KQ - 0 1,WAC.263,[Move.from_uci('f7g8')],[],e5g6,False,,4.242,+2271
r2r2k1/1R2qp2/p5pp/2P5/b1PN1b2/P7/1Q3PPP/1B1R2K1 b - - 0 1,WAC.264,[Move.from_uci('a8b8')],[],a8a7,False,,110.934,+429
2r1k2r/2pn1pp1/1p3n1p/p3PP2/4q2B/P1P5/2Q1N1PP/R4RK1 w k - 0 1,WAC.265,[Move.from_uci('e5f6')],[],c2e4,False,,196.59,+36
r3q2r/2p1k1p1/p5p1/1p2Nb2/1P2nB2/P7/2PNQbPP/R2R3K b - - 0 1,WAC.266,[Move.from_uci('h8h2')],[],e4g3,False,,129.389,+207
2r1kb1r/pp3ppp/2n1b3/1q1N2B1/1P2Q3/8/P4PPP/3RK1NR w Kk - 0 1,WAC.267,[Move.from_uci('d5c7')],[],d5f6,False,,19.417,+273
2r3kr/ppp2n1p/7B/5q1N/1bp5/2Pp4/PP2RPPP/R2Q2K1 w - - 0 1,WAC.268,[Move.from_uci('e2e8')],[],e2e8,True,,21.058,+129
2kr2nr/pp1n1ppp/2p1p3/q7/1b1P1B2/P1N2Q1P/1PP1BPP1/R3K2R w KQ - 0 1,WAC.269,[Move.from_uci('a3b4')],[],f4d6,False,,100.68,+88
2r1r1k1/pp1q1ppp/3p1b2/3P4/3Q4/5N2/PP2RPPP/4R1K1 w - - 0 1,WAC.270,[Move.from_uci('d4g4')],[],d4f6,False,,5.115,+276
2kr4/ppp3Pp/4RP1B/2r5/5P2/1P6/P2p4/3K4 w - - 0 1,WAC.271,[Move.from_uci('e6d6')],[],e6c6,False,,11.997,+185
nrq4r/2k1p3/1p1pPnp1/pRpP1p2/P1P2P2/2P1BB2/1R2Q1P1/6K1 w - - 0 1,WAC.272,[Move.from_uci('e3c5')],[],f3h5,False,,52.478,+15
2k4B/bpp1qp2/p1b5/7p/1PN1n1p1/2Pr4/P5PP/R3QR1K b - - 0 1,WAC.273,[Move.from_uci('e4g3')],[],e4f2,False,,108.74,+254
8/1p6/p5R1/k7/Prpp4/K7/1NP5/8 w - - 0 1,WAC.274,[Move.from_uci('g6b6')],[],g6b6,True,,4.981,+840
r1b2rk1/1p1n1ppp/p1p2q2/4p3/P1B1Pn2/1QN2N2/1P3PPP/3R1RK1 b - - 0 1,WAC.275,"[Move.from_uci('f4g2'), Move.from_uci('b7b5')]",[],f6g6,False,,234.167,+56
r5k1/pp1RR1pp/1b6/6r1/2p5/B6P/P4qPK/3Q4 w - - 0 1,WAC.276,[Move.from_uci('d1d5')],[],e7e8,False,,88.174,+554
1r4r1/p2kb2p/bq2p3/3p1p2/5P2/2BB3Q/PP4PP/3RKR2 b - - 0 1,WAC.277,"[Move.from_uci('g8g3'), Move.from_uci('g8g2')]",[],e7h4,False,,151.601,+390
r2qkb1r/pppb2pp/2np1n2/5pN1/2BQP3/2N5/PPP2PPP/R1B1K2R w KQkq - 0 1,WAC.278,[Move.from_uci('c4f7')],[],c4f7,True,,9.21,+1172
r7/4b3/2p1r1k1/1p1pPp1q/1P1P1P1p/PR2NRpP/2Q3K1/8 w - - 0 1,WAC.279,[Move.from_uci('e3f5')],[],c2f5,False,,24.791,+322
r1r2bk1/5p1p/pn4p1/N2b4/3Pp3/B3P3/2q1BPPP/RQ3RK1 b - - 0 1,WAC.280,[Move.from_uci('f8a3')],[],c2e2,False,,79.364,+165
2R5/2R4p/5p1k/6n1/8/1P2QPPq/r7/6K1 w - - 0 1,WAC.281,[Move.from_uci('c7h7')],[],e3g5,False,,15.3,+639
6k1/2p3p1/1p1p1nN1/1B1P4/4PK2/8/2r3b1/7R w - - 0 1,WAC.282,[Move.from_uci('h1h8')],[],h1h8,True,,20.527,+21
3q1rk1/4bp1p/1n2P2Q/3p1p2/6r1/Pp2R2N/1B4PP/7K w - - 0 1,WAC.283,[Move.from_uci('h3g5')],[],h6g7,False,,5.834,+2906
3r3k/pp4pp/8/1P6/3N4/Pn2P1qb/1B1Q2B1/2R3K1 w - - 0 1,WAC.284,[Move.from_uci('d4f5')],[],d4e6,False,,73.884,-99
2rr3k/1b2bppP/p2p1n2/R7/3P4/1qB2P2/1P4Q1/1K5R w - - 0 1,WAC.285,[Move.from_uci('g2g7')],[],g2g7,True,,24.368,+1307
3r1k2/1p6/p4P2/2pP2Qb/8/1P1KB3/P6r/8 b - - 0 1,WAC.286,[Move.from_uci('d8d5')],[],h5g6,False,,20.765,+748
rn3k1r/pp2bBpp/2p2n2/q5N1/3P4/1P6/P1P3PP/R1BQ1RK1 w - - 0 1,WAC.287,[Move.from_uci('d1h5')],[],d1h5,True,,15.228,+278
r1b2rk1/p4ppp/1p1Qp3/4P2N/1P6/8/P3qPPP/3R1RK1 w - - 0 1,WAC.288,[Move.from_uci('h5f6')],[],h5f6,True,,5.721,+1450
2r3k1/5p1p/p3q1p1/2n3P1/1p1QP2P/1P4N1/PK6/2R5 b - - 0 1,WAC.289,[Move.from_uci('e6e5')],[],e6e5,True,,49.282,-5
2k2r2/2p5/1pq5/p1p1n3/P1P2n1B/1R4Pp/2QR4/6K1 b - - 0 1,WAC.290,[Move.from_uci('f4e2')],[],f4e2,True,,14.771,+460
5r1k/3b2p1/p6p/1pRpR3/1P1P2q1/P4pP1/5QnP/1B4K1 w - - 0 1,WAC.291,[Move.from_uci('h2h3')],[],c5d5,False,,35.401,+95
4r3/1Q1qk2p/p4pp1/3Pb3/P7/6PP/5P2/4R1K1 w - - 0 1,WAC.292,[Move.from_uci('d5d6')],[],b7d7,False,,14.958,+413
1nbq1r1k/3rbp1p/p1p1pp1Q/1p6/P1pPN3/5NP1/1P2PPBP/R4RK1 w - - 0 1,WAC.293,[Move.from_uci('f3g5')],[],a4b5,False,,6.83,+1258
3r3k/1r3p1p/p1pB1p2/8/p1qNP1Q1/P6P/1P4P1/3R3K w - - 0 1,WAC.294,"[Move.from_uci('d6f8'), Move.from_uci('d4f5'), Move.from_uci('g4f4')]",[],g4g7,False,,17.657,+1248
